,x_index,y_index,격자 당 경로당 수,geometry,행정동
49,5,15,0,"POLYGON ((127.06742508017948 37.54591339497022, 127.06968910046224 37.54592166724739, 127.06969946212327 37.544118998653985, 127.06743549635276 37.54411072691208, 127.06742508017948 37.54591339497022))",화양동
50,5,16,1,"POLYGON ((127.06743549635276 37.54411072691208, 127.06969946212327 37.544118998653985, 127.06970982286113 37.54231632950641, 127.06744591159804 37.54230805829977, 127.06743549635276 37.54411072691208))",화양동
51,5,17,0,"POLYGON ((127.06744591159804 37.54230805829977, 127.06970982286113 37.54231632950641, 127.06972018267597 37.54051365980471, 127.06745632591546 37.54050538913329, 127.06744591159804 37.54230805829977))",화양동
52,5,18,0,"POLYGON ((127.06745632591546 37.54050538913329, 127.06972018267597 37.54051365980471, 127.06973054156784 37.53871098954886, 127.06746673930506 37.53870271941264, 127.06745632591546 37.54050538913329))",자양4동
53,5,19,0,"POLYGON ((127.06746673930506 37.53870271941264, 127.06973054156784 37.53871098954886, 127.06974089953687 37.536908318738874, 127.06747715176694 37.536900049137834, 127.06746673930506 37.53870271941264))",자양4동
54,5,20,1,"POLYGON ((127.06747715176694 37.536900049137834, 127.06974089953687 37.536908318738874, 127.0697512565831 37.535105647374785, 127.06748756330119 37.5350973783089, 127.06747715176694 37.536900049137834))",자양4동
55,5,21,1,"POLYGON ((127.06748756330119 37.5350973783089, 127.0697512565831 37.535105647374785, 127.06976161270664 37.53330297545658, 127.06749797390792 37.53329470692581, 127.06748756330119 37.5350973783089))",자양3동
56,5,22,0,"POLYGON ((127.06749797390792 37.53329470692581, 127.06976161270664 37.53330297545658, 127.06977196790758 37.53150030298428, 127.06750838358717 37.53149203498861, 127.06749797390792 37.53329470692581))",자양3동
57,5,23,0,"POLYGON ((127.06750838358717 37.53149203498861, 127.06977196790758 37.53150030298428, 127.069782322186 37.52969762995788, 127.06751879233903 37.52968936249729, 127.06750838358717 37.53149203498861))",자양3동
58,5,24,0,"POLYGON ((127.06751879233903 37.52968936249729, 127.069782322186 37.52969762995788, 127.069792675542 37.5278949563774, 127.06752920016363 37.52788668945185, 127.06751879233903 37.52968936249729))",자양3동
59,5,25,0,"POLYGON ((127.06752920016363 37.52788668945185, 127.069792675542 37.5278949563774, 127.06980302797564 37.52609228224285, 127.06753960706102 37.52608401585232, 127.06752920016363 37.52788668945185))",자양3동
60,5,26,0,"POLYGON ((127.06753960706102 37.52608401585232, 127.06980302797564 37.52609228224285, 127.06981337948704 37.524289607554245, 127.06755001303131 37.52428134169871, 127.06753960706102 37.52608401585232))",자양3동
61,5,27,0,"POLYGON ((127.06755001303131 37.52428134169871, 127.06981337948704 37.524289607554245, 127.06982373007628 37.52248693231157, 127.06756041807458 37.52247866699101, 127.06755001303131 37.52428134169871))",자양3동
62,6,9,0,"POLYGON ((127.06962691110577 37.55673766717004, 127.07189125948803 37.55674589923565, 127.0719015721481 37.55494323343474, 127.06963727830734 37.554935001901754, 127.06962691110577 37.55673766717004))",군자동
63,6,10,0,"POLYGON ((127.06963727830734 37.554935001901754, 127.0719015721481 37.55494323343474, 127.07191188388936 37.553140567079666, 127.06964764458527 37.553132336079265, 127.06963727830734 37.554935001901754))",군자동
64,6,11,2,"POLYGON ((127.06964764458527 37.553132336079265, 127.07191188388936 37.553140567079666, 127.07192219471193 37.5513379001704, 127.06965800993964 37.55132966970258, 127.06964764458527 37.553132336079265))",군자동
65,6,12,0,"POLYGON ((127.06965800993964 37.55132966970258, 127.07192219471193 37.5513379001704, 127.07193250461586 37.54953523270698, 127.06966837437054 37.54952700277169, 127.06965800993964 37.55132966970258))",군자동
66,6,13,0,"POLYGON ((127.06966837437054 37.54952700277169, 127.07193250461586 37.54953523270698, 127.07194281360128 37.54773256468939, 127.06967873787804 37.547724335286624, 127.06966837437054 37.54952700277169))",군자동
67,6,14,1,"POLYGON ((127.06967873787804 37.547724335286624, 127.07194281360128 37.54773256468939, 127.07195312166827 37.545929896117656, 127.06968910046224 37.54592166724739, 127.06967873787804 37.547724335286624))",화양동
68,6,15,0,"POLYGON ((127.06968910046224 37.54592166724739, 127.07195312166827 37.545929896117656, 127.07196342881687 37.54412722699178, 127.06969946212327 37.544118998653985, 127.06968910046224 37.54592166724739))",화양동
69,6,16,0,"POLYGON ((127.06969946212327 37.544118998653985, 127.07196342881687 37.54412722699178, 127.07197373504722 37.54232455731177, 127.06970982286113 37.54231632950641, 127.06969946212327 37.544118998653985))",화양동
70,6,17,0,"POLYGON ((127.06970982286113 37.54231632950641, 127.07197373504722 37.54232455731177, 127.0719840403594 37.54052188707765, 127.06972018267597 37.54051365980471, 127.06970982286113 37.54231632950641))",화양동
71,6,18,0,"POLYGON ((127.06972018267597 37.54051365980471, 127.0719840403594 37.54052188707765, 127.07199434475348 37.53871921628941, 127.06973054156784 37.53871098954886, 127.06972018267597 37.54051365980471))",자양3동
72,6,19,0,"POLYGON ((127.06973054156784 37.53871098954886, 127.07199434475348 37.53871921628941, 127.07200464822954 37.53691654494706, 127.06974089953687 37.536908318738874, 127.06973054156784 37.53871098954886))",자양3동
73,6,20,2,"POLYGON ((127.06974089953687 37.536908318738874, 127.07200464822954 37.53691654494706, 127.07201495078768 37.535113873050626, 127.0697512565831 37.535105647374785, 127.06974089953687 37.536908318738874))",자양3동
74,6,21,1,"POLYGON ((127.0697512565831 37.535105647374785, 127.07201495078768 37.535113873050626, 127.07202525242798 37.53331120060011, 127.06976161270664 37.53330297545658, 127.0697512565831 37.535105647374785))",자양3동
75,6,22,5,"POLYGON ((127.06976161270664 37.53330297545658, 127.07202525242798 37.53331120060011, 127.07203555315053 37.531508527595506, 127.06977196790758 37.53150030298428, 127.06976161270664 37.53330297545658))",자양3동
76,6,23,0,"POLYGON ((127.06977196790758 37.53150030298428, 127.07203555315053 37.531508527595506, 127.07204585295541 37.529705854036855, 127.069782322186 37.52969762995788, 127.06977196790758 37.53150030298428))",자양3동
77,6,24,0,"POLYGON ((127.069782322186 37.52969762995788, 127.07204585295541 37.529705854036855, 127.0720561518427 37.52790317992413, 127.069792675542 37.5278949563774, 127.069782322186 37.52969762995788))",자양3동
78,6,25,0,"POLYGON ((127.069792675542 37.5278949563774, 127.0720561518427 37.52790317992413, 127.07206644981252 37.52610050525737, 127.06980302797564 37.52609228224285, 127.069792675542 37.5278949563774))",자양3동
79,6,26,0,"POLYGON ((127.06980302797564 37.52609228224285, 127.07206644981252 37.52610050525737, 127.07207674686495 37.524297830036566, 127.06981337948704 37.524289607554245, 127.06980302797564 37.52609228224285))",자양3동
80,6,27,0,"POLYGON ((127.06981337948704 37.524289607554245, 127.07207674686495 37.524297830036566, 127.07208704300002 37.52249515426173, 127.06982373007628 37.52248693231157, 127.06981337948704 37.524289607554245))",자양3동
81,7,4,0,"POLYGON ((127.07183968240292 37.565759219927, 127.074104304485 37.565767411218225, 127.07411456717439 37.56396474765847, 127.0718499996582 37.56395655689718, 127.07183968240292 37.565759219927))",중곡1동
82,7,5,0,"POLYGON ((127.0718499996582 37.56395655689718, 127.07411456717439 37.56396474765847, 127.07412482894942 37.56216208354451, 127.07186031599427 37.562153893313116, 127.0718499996582 37.56395655689718))",중곡1동
83,7,6,0,"POLYGON ((127.07186031599427 37.562153893313116, 127.07412482894942 37.56216208354451, 127.07413508981016 37.56035941887633, 127.07187063141122 37.560351229174834, 127.07186031599427 37.562153893313116))",중곡1동
84,7,7,0,"POLYGON ((127.07187063141122 37.560351229174834, 127.07413508981016 37.56035941887633, 127.07414534975673 37.55855675365398, 127.07188094590911 37.55854856448234, 127.07187063141122 37.560351229174834))",중곡1동
85,7,8,0,"POLYGON ((127.07188094590911 37.55854856448234, 127.07414534975673 37.55855675365398, 127.07415560878918 37.55675408787745, 127.07189125948803 37.55674589923565, 127.07188094590911 37.55854856448234))",군자동
86,7,9,0,"POLYGON ((127.07189125948803 37.55674589923565, 127.07415560878918 37.55675408787745, 127.07416586690762 37.55495142154674, 127.0719015721481 37.55494323343474, 127.07189125948803 37.55674589923565))",군자동
87,7,10,1,"POLYGON ((127.0719015721481 37.55494323343474, 127.07416586690762 37.55495142154674, 127.07417612411214 37.553148754661876, 127.07191188388936 37.553140567079666, 127.0719015721481 37.55494323343474))",군자동
88,7,11,0,"POLYGON ((127.07191188388936 37.553140567079666, 127.07417612411214 37.553148754661876, 127.07418638040281 37.55134608722285, 127.07192219471193 37.5513379001704, 127.07191188388936 37.553140567079666))",군자동
89,7,12,1,"POLYGON ((127.07192219471193 37.5513379001704, 127.07418638040281 37.55134608722285, 127.07419663577974 37.54954341922968, 127.07193250461586 37.54953523270698, 127.07192219471193 37.5513379001704))",군자동
90,7,13,1,"POLYGON ((127.07193250461586 37.54953523270698, 127.07419663577974 37.54954341922968, 127.07420689024298 37.547740750682394, 127.07194281360128 37.54773256468939, 127.07193250461586 37.54953523270698))",군자동
91,7,14,0,"POLYGON ((127.07194281360128 37.54773256468939, 127.07420689024298 37.547740750682394, 127.07421714379261 37.545938081580964, 127.07195312166827 37.545929896117656, 127.07194281360128 37.54773256468939))",화양동
92,7,15,0,"POLYGON ((127.07195312166827 37.545929896117656, 127.07421714379261 37.545938081580964, 127.07422739642877 37.54413541192543, 127.07196342881687 37.54412722699178, 127.07195312166827 37.545929896117656))",화양동
93,7,16,0,"POLYGON ((127.07196342881687 37.54412722699178, 127.07422739642877 37.54413541192543, 127.07423764815152 37.542332741715796, 127.07197373504722 37.54232455731177, 127.07196342881687 37.54412722699178))",화양동
94,7,17,0,"POLYGON ((127.07197373504722 37.54232455731177, 127.07423764815152 37.542332741715796, 127.07424789896093 37.54053007095207, 127.0719840403594 37.54052188707765, 127.07197373504722 37.54232455731177))",화양동
95,7,18,0,"POLYGON ((127.0719840403594 37.54052188707765, 127.07424789896093 37.54053007095207, 127.07425814885711 37.53872739963425, 127.07199434475348 37.53871921628941, 127.0719840403594 37.54052188707765))",화양동
96,7,19,1,"POLYGON ((127.07199434475348 37.53871921628941, 127.07425814885711 37.53872739963425, 127.07426839784013 37.53692472776234, 127.07200464822954 37.53691654494706, 127.07199434475348 37.53871921628941))",자양3동
97,7,20,0,"POLYGON ((127.07200464822954 37.53691654494706, 127.07426839784013 37.53692472776234, 127.07427864591007 37.535122055336366, 127.07201495078768 37.535113873050626, 127.07200464822954 37.53691654494706))",자양3동
98,7,21,0,"POLYGON ((127.07201495078768 37.535113873050626, 127.07427864591007 37.535122055336366, 127.07428889306705 37.53331938235633, 127.07202525242798 37.53331120060011, 127.07201495078768 37.535113873050626))",자양3동
99,7,22,2,"POLYGON ((127.07202525242798 37.53331120060011, 127.07428889306705 37.53331938235633, 127.07429913931114 37.53151670882227, 127.07203555315053 37.531508527595506, 127.07202525242798 37.53331120060011))",자양3동
100,7,23,0,"POLYGON ((127.07203555315053 37.531508527595506, 127.07429913931114 37.53151670882227, 127.07430938464239 37.529714034734134, 127.07204585295541 37.529705854036855, 127.07203555315053 37.531508527595506))",자양3동
101,7,24,0,"POLYGON ((127.07204585295541 37.529705854036855, 127.07430938464239 37.529714034734134, 127.07431962906091 37.52791136009199, 127.0720561518427 37.52790317992413, 127.07204585295541 37.529705854036855))",자양3동
102,7,25,0,"POLYGON ((127.0720561518427 37.52790317992413, 127.07431962906091 37.52791136009199, 127.0743298725668 37.52610868489582, 127.07206644981252 37.52610050525737, 127.0720561518427 37.52790317992413))",자양3동
103,7,26,0,"POLYGON ((127.07206644981252 37.52610050525737, 127.0743298725668 37.52610868489582, 127.07434011516014 37.52430600914564, 127.07207674686495 37.524297830036566, 127.07206644981252 37.52610050525737))",자양2동
104,7,27,0,"POLYGON ((127.07207674686495 37.524297830036566, 127.07434011516014 37.52430600914564, 127.07435035684102 37.52250333284144, 127.07208704300002 37.52249515426173, 127.07207674686495 37.524297830036566))",자양2동
105,8,3,0,"POLYGON ((127.07409404088118 37.56757007422377, 127.07635871844859 37.56757822260424, 127.07636892748155 37.56577555907154, 127.074104304485 37.565767411218225, 127.07409404088118 37.56757007422377))",중곡1동
106,8,4,0,"POLYGON ((127.074104304485 37.565767411218225, 127.07636892748155 37.56577555907154, 127.07637913560495 37.56397289498466, 127.07411456717439 37.56396474765847, 127.074104304485 37.565767411218225))",중곡1동
107,8,5,0,"POLYGON ((127.07411456717439 37.56396474765847, 127.07637913560495 37.56397289498466, 127.07638934281884 37.56217023034359, 127.07412482894942 37.56216208354451, 127.07411456717439 37.56396474765847))",중곡1동
108,8,6,0,"POLYGON ((127.07412482894942 37.56216208354451, 127.07638934281884 37.56217023034359, 127.0763995491233 37.56036756514835, 127.07413508981016 37.56035941887633, 127.07412482894942 37.56216208354451))",중곡1동
109,8,7,0,"POLYGON ((127.07413508981016 37.56035941887633, 127.0763995491233 37.56036756514835, 127.07640975451844 37.55856489939894, 127.07414534975673 37.55855675365398, 127.07413508981016 37.56035941887633))",중곡1동
110,8,8,0,"POLYGON ((127.07414534975673 37.55855675365398, 127.07640975451844 37.55856489939894, 127.07641995900435 37.55676223309538, 127.07415560878918 37.55675408787745, 127.07414534975673 37.55855675365398))",군자동
111,8,9,0,"POLYGON ((127.07415560878918 37.55675408787745, 127.07641995900435 37.55676223309538, 127.07643016258109 37.55495956623768, 127.07416586690762 37.55495142154674, 127.07415560878918 37.55675408787745))",군자동
112,8,10,0,"POLYGON ((127.07416586690762 37.55495142154674, 127.07643016258109 37.55495956623768, 127.07644036524877 37.55315689882583, 127.07417612411214 37.553148754661876, 127.07416586690762 37.55495142154674))",군자동
113,8,11,0,"POLYGON ((127.07417612411214 37.553148754661876, 127.07644036524877 37.55315689882583, 127.07645056700747 37.551354230859864, 127.07418638040281 37.55134608722285, 127.07417612411214 37.553148754661876))",군자동
114,8,12,0,"POLYGON ((127.07418638040281 37.55134608722285, 127.07645056700747 37.551354230859864, 127.07646076785726 37.54955156233977, 127.07419663577974 37.54954341922968, 127.07418638040281 37.55134608722285))",군자동
115,8,13,0,"POLYGON ((127.07419663577974 37.54954341922968, 127.07646076785726 37.54955156233977, 127.07647096779823 37.547748893265585, 127.07420689024298 37.547740750682394, 127.07419663577974 37.54954341922968))",능동
116,8,14,0,"POLYGON ((127.07420689024298 37.547740750682394, 127.07647096779823 37.547748893265585, 127.07648116683049 37.54594622363728, 127.07421714379261 37.545938081580964, 127.07420689024298 37.547740750682394))",능동
117,8,15,0,"POLYGON ((127.07421714379261 37.545938081580964, 127.07648116683049 37.54594622363728, 127.0764913649541 37.5441435534549, 127.07422739642877 37.54413541192543, 127.07421714379261 37.545938081580964))",화양동
118,8,16,0,"POLYGON ((127.07422739642877 37.54413541192543, 127.0764913649541 37.5441435534549, 127.07650156216914 37.542340882718435, 127.07423764815152 37.542332741715796, 127.07422739642877 37.54413541192543))",화양동
119,8,17,0,"POLYGON ((127.07423764815152 37.542332741715796, 127.07650156216914 37.542340882718435, 127.07651175847573 37.5405382114279, 127.07424789896093 37.54053007095207, 127.07423764815152 37.542332741715796))",화양동
120,8,18,0,"POLYGON ((127.07424789896093 37.54053007095207, 127.07651175847573 37.5405382114279, 127.07652195387391 37.5387355395833, 127.07425814885711 37.53872739963425, 127.07424789896093 37.54053007095207))",화양동
121,8,19,0,"POLYGON ((127.07425814885711 37.53872739963425, 127.07652195387391 37.5387355395833, 127.0765321483638 37.53693286718464, 127.07426839784013 37.53692472776234, 127.07425814885711 37.53872739963425))",자양3동
122,8,20,1,"POLYGON ((127.07426839784013 37.53692472776234, 127.0765321483638 37.53693286718464, 127.07654234194548 37.535130194231954, 127.07427864591007 37.535122055336366, 127.07426839784013 37.53692472776234))",자양3동
123,8,21,0,"POLYGON ((127.07427864591007 37.535122055336366, 127.07654234194548 37.535130194231954, 127.07655253461904 37.53332752072522, 127.07428889306705 37.53331938235633, 127.07427864591007 37.535122055336366))",자양3동
124,8,22,0,"POLYGON ((127.07428889306705 37.53331938235633, 127.07655253461904 37.53332752072522, 127.07656272638455 37.531524846664475, 127.07429913931114 37.53151670882227, 127.07428889306705 37.53331938235633))",자양3동
125,8,23,0,"POLYGON ((127.07429913931114 37.53151670882227, 127.07656272638455 37.531524846664475, 127.07657291724209 37.5297221720497, 127.07430938464239 37.529714034734134, 127.07429913931114 37.53151670882227))",자양2동
126,8,24,0,"POLYGON ((127.07430938464239 37.529714034734134, 127.07657291724209 37.5297221720497, 127.07658310719178 37.52791949688092, 127.07431962906091 37.52791136009199, 127.07430938464239 37.529714034734134))",자양2동
127,8,25,0,"POLYGON ((127.07431962906091 37.52791136009199, 127.07658310719178 37.52791949688092, 127.07659329623365 37.52611682115815, 127.0743298725668 37.52610868489582, 127.07431962906091 37.52791136009199))",자양2동
128,8,26,0,"POLYGON ((127.0743298725668 37.52610868489582, 127.07659329623365 37.52611682115815, 127.07660348436782 37.52431414488139, 127.07434011516014 37.52430600914564, 127.0743298725668 37.52610868489582))",자양2동
129,8,27,0,"POLYGON ((127.07434011516014 37.52430600914564, 127.07660348436782 37.52431414488139, 127.0766136715944 37.522511468050645, 127.07435035684102 37.52250333284144, 127.07434011516014 37.52430600914564))",자양2동
130,9,0,0,"POLYGON ((127.07632808589133 37.572986209877065, 127.0785929281104 37.572994316389924, 127.07860308528711 37.571191653995456, 127.07633829765356 37.571183548007006, 127.07632808589133 37.572986209877065))",중곡3동
131,9,1,0,"POLYGON ((127.07633829765356 37.571183548007006, 127.07860308528711 37.571191653995456, 127.07861324155886 37.56938899104678, 127.07634850850596 37.56938088558272, 127.07633829765356 37.571183548007006))",중곡3동
